Teacher_ID,Full_Name,Gender,Country,Primary_Subject,Secondary_Subject,Education_Level,Years_of_Experience,Teaching_Style,Certifications,Availability,Language,Student_Rating,Courses_Taught,Is_Research_Active,Email
T03003,Donna Contreras,Female,India,Mathematics,History,PhD,17,Lecture-based,None,Full-time,German,4.3,24,False,donna.contreras@example.edu
T03004,Lawrence Mills,Female,Canada,History,Mathematics,Masters,30,Lecture-based,B.Ed,Visiting,German,4.33,47,False,lawrence.mills@example.edu
T03005,David Martinez,Non-Binary,Germany,Geography,Economics,Masters,25,Flipped Classroom,Online Certifications,Full-time,German,2.69,33,False,david.martinez@example.edu
T03006,Joshua Warner,Male,UK,Geography,Physics,Bachelors,25,Lecture-based,TESOL,Visiting,Spanish,4.92,48,True,joshua.warner@example.edu
T03007,Christopher Lewis,Male,India,Chemistry,Philosophy,Masters,23,Interactive,TESOL,Full-time,Spanish,2.74,56,False,christopher.lewis@example.edu
T03008,Chelsea Stevens,Non-Binary,Canada,Biology,Mathematics,Masters,11,Lecture-based,B.Ed,Part-time,French,2.85,60,False,chelsea.stevens@example.edu
T03009,Leslie Bullock,Male,Germany,Economics,History,Masters,22,Flipped Classroom,B.Ed,Full-time,Spanish,3.69,57,False,leslie.bullock@example.edu
T03010,Christie Maynard,Male,UK,Physics,Geography,Bachelors,7,Flipped Classroom,PGCE,Visiting,English,4.61,95,False,christie.maynard@example.edu
T03011,Anna Allen,Non-Binary,Germany,English,Chemistry,Masters,14,Flipped Classroom,TESOL,Part-time,Spanish,3.6,10,False,anna.allen@example.edu
T03012,Joyce Gonzalez,Male,Australia,Economics,Economics,Masters,24,Flipped Classroom,None,Visiting,German,3.39,40,False,joyce.gonzalez@example.edu
T03013,Christine Jones DDS,Non-Binary,Australia,Geography,Mathematics,PhD,8,Hybrid,None,Part-time,Spanish,2.94,72,True,christine.jones.dds@example.edu
T03014,Jennifer Martinez,Male,France,Philosophy,Chemistry,PhD,8,Interactive,None,Full-time,English,2.96,35,False,jennifer.martinez@example.edu
T03015,Heather Henry,Non-Binary,UK,Geography,Computer Science,Masters,17,Interactive,TESOL,Part-time,French,4.9,62,True,heather.henry@example.edu
T03016,Robert Johnson,Female,India,Biology,History,Masters,20,Project-based,TESOL,Full-time,Spanish,4.71,31,False,robert.johnson@example.edu
T03017,Matthew Burns,Male,USA,Mathematics,Mathematics,Bachelors,9,Flipped Classroom,B.Ed,Visiting,Spanish,3.16,8,False,matthew.burns@example.edu
T03018,Mrs. Leslie Smith,Female,USA,English,Geography,Masters,39,Lecture-based,PGCE,Part-time,English,4.19,97,False,mrs..leslie.smith@example.edu
T03019,Dr. Lisa Perez,Non-Binary,Australia,English,Geography,Bachelors,14,Interactive,None,Visiting,English,4.62,70,False,dr..lisa.perez@example.edu
T03020,Kenneth Jackson,Female,Canada,Physics,Biology,Masters,9,Project-based,Online Certifications,Visiting,French,4.33,47,False,kenneth.jackson@example.edu
T03021,Richard Perry,Non-Binary,Germany,Computer Science,English,Bachelors,19,Interactive,PGCE,Visiting,Spanish,4.71,72,False,richard.perry@example.edu
T03022,Russell Morrison,Female,France,Physics,History,Masters,8,Interactive,M.Ed,Full-time,Spanish,2.8,73,False,russell.morrison@example.edu
T03023,Edward Robertson,Female,France,Geography,English,PhD,6,Flipped Classroom,M.Ed,Part-time,English,2.56,41,False,edward.robertson@example.edu
T03024,Christopher Lewis,Female,Canada,Computer Science,Physics,Bachelors,6,Interactive,Online Certifications,Visiting,English,4.95,91,True,christopher.lewis@example.edu
T03025,Mary Shelton,Female,Canada,Computer Science,Mathematics,Bachelors,27,Hybrid,PGCE,Part-time,Spanish,3.84,16,True,mary.shelton@example.edu
T03026,Brian Adams,Female,USA,Geography,Chemistry,Masters,1,Hybrid,Online Certifications,Full-time,Mandarin,4.91,33,False,brian.adams@example.edu
T03027,Penny Mckee,Male,France,Computer Science,Mathematics,PhD,23,Flipped Classroom,M.Ed,Part-time,French,4.6,58,False,penny.mckee@example.edu
T03028,James Simmons,Non-Binary,Germany,Computer Science,Philosophy,Bachelors,33,Hybrid,TESOL,Visiting,English,3.87,71,True,james.simmons@example.edu
T03029,Sandra Oneill,Female,Germany,Mathematics,Economics,Bachelors,13,Hybrid,None,Visiting,English,4.7,9,False,sandra.oneill@example.edu
T03030,Natalie Cohen,Male,Germany,Economics,History,Bachelors,31,Hybrid,Online Certifications,Full-time,Mandarin,3.51,29,True,natalie.cohen@example.edu
T03031,Tina Briggs,Male,India,Philosophy,History,Masters,17,Flipped Classroom,B.Ed,Part-time,Mandarin,3.8,93,True,tina.briggs@example.edu
T03032,Jerome Franco,Female,Germany,English,Mathematics,Masters,16,Lecture-based,M.Ed,Full-time,Spanish,2.56,25,True,jerome.franco@example.edu
T03033,Dr. Jessica Roberts,Female,USA,Chemistry,Economics,Masters,7,Project-based,B.Ed,Full-time,French,2.74,51,False,dr..jessica.roberts@example.edu
T03034,Jorge Hall,Male,Australia,Economics,Computer Science,Masters,31,Lecture-based,B.Ed,Full-time,Spanish,3.68,37,True,jorge.hall@example.edu
T03035,Vincent Nguyen,Non-Binary,Germany,History,English,PhD,37,Flipped Classroom,None,Full-time,Mandarin,3.14,67,True,vincent.nguyen@example.edu
T03036,Matthew Collins,Non-Binary,Germany,English,Philosophy,PhD,32,Interactive,PGCE,Part-time,Mandarin,3.41,5,True,matthew.collins@example.edu
T03037,Zachary Gross,Female,UK,English,English,Masters,11,Hybrid,Online Certifications,Full-time,Spanish,2.52,57,False,zachary.gross@example.edu
T03038,Ashley Haney,Non-Binary,Germany,Biology,Philosophy,Bachelors,18,Project-based,None,Part-time,English,2.75,15,True,ashley.haney@example.edu
T03039,Bradley Lee,Male,Canada,Chemistry,Philosophy,PhD,14,Hybrid,B.Ed,Full-time,Mandarin,2.85,39,True,bradley.lee@example.edu
T03040,Brian Nichols,Non-Binary,USA,Mathematics,Philosophy,Bachelors,23,Flipped Classroom,None,Part-time,German,2.7,66,True,brian.nichols@example.edu
T03041,Sandra Wilson,Non-Binary,Canada,Philosophy,Chemistry,Bachelors,14,Lecture-based,B.Ed,Part-time,Mandarin,3.85,36,False,sandra.wilson@example.edu
T03042,Matthew Ritter,Male,Australia,Physics,Economics,PhD,31,Flipped Classroom,M.Ed,Full-time,French,3.95,12,True,matthew.ritter@example.edu
T03043,Casey Walton,Non-Binary,India,English,Economics,Masters,24,Hybrid,Online Certifications,Full-time,French,3.99,57,False,casey.walton@example.edu
T03044,Richard Patel,Female,Germany,Mathematics,Economics,Bachelors,14,Project-based,Online Certifications,Part-time,English,3.77,57,True,richard.patel@example.edu
T03045,Jack Johnson,Male,Canada,Geography,Philosophy,PhD,7,Flipped Classroom,M.Ed,Full-time,German,4.09,79,True,jack.johnson@example.edu
T03046,Christopher Kelly,Male,Germany,Physics,Geography,PhD,35,Lecture-based,Online Certifications,Visiting,French,4.46,55,True,christopher.kelly@example.edu
T03047,Jeremy Cook,Non-Binary,UK,History,Philosophy,Masters,24,Lecture-based,PGCE,Visiting,English,4.1,48,False,jeremy.cook@example.edu
T03048,John Joyce,Male,France,Geography,Physics,PhD,26,Lecture-based,Online Certifications,Visiting,Mandarin,3.85,83,True,john.joyce@example.edu
T03049,Matthew Allen,Female,France,Geography,Computer Science,Bachelors,19,Flipped Classroom,B.Ed,Part-time,Mandarin,3.98,52,False,matthew.allen@example.edu
T03050,Larry Christensen,Non-Binary,UK,English,Physics,PhD,13,Project-based,PGCE,Visiting,French,3.23,27,False,larry.christensen@example.edu
T03051,Paul Jordan,Non-Binary,Australia,Computer Science,History,Bachelors,34,Project-based,TESOL,Full-time,German,4.75,14,True,paul.jordan@example.edu
T03052,Timothy Washington,Male,Canada,Philosophy,Physics,Bachelors,14,Hybrid,PGCE,Full-time,German,3.49,49,True,timothy.washington@example.edu
T03053,Joseph Horton,Female,USA,Computer Science,Physics,Bachelors,31,Project-based,M.Ed,Visiting,Spanish,4.04,20,False,joseph.horton@example.edu
T03054,Steven Reed,Non-Binary,USA,Chemistry,Mathematics,Bachelors,22,Hybrid,B.Ed,Full-time,English,2.99,5,False,steven.reed@example.edu
T03055,Tammie Lindsey,Non-Binary,France,Mathematics,English,Masters,25,Hybrid,Online Certifications,Visiting,French,2.79,84,False,tammie.lindsey@example.edu
T03056,Diamond Richardson,Non-Binary,Germany,Philosophy,Economics,PhD,36,Lecture-based,M.Ed,Visiting,English,2.58,56,False,diamond.richardson@example.edu
T03057,Antonio Watson,Male,USA,Geography,History,Masters,28,Flipped Classroom,PGCE,Visiting,English,3.32,8,True,antonio.watson@example.edu
T03058,Tracie Walker,Non-Binary,Australia,Computer Science,Biology,Masters,30,Flipped Classroom,TESOL,Part-time,French,4.45,42,True,tracie.walker@example.edu
T03059,Molly Martin,Non-Binary,UK,History,Philosophy,Masters,14,Lecture-based,TESOL,Visiting,English,4.23,95,False,molly.martin@example.edu
T03060,Leslie Daniels,Female,Canada,Economics,History,PhD,15,Hybrid,M.Ed,Part-time,Mandarin,3.48,97,True,leslie.daniels@example.edu
T03061,Julia Young,Male,UK,Philosophy,Mathematics,Bachelors,2,Interactive,None,Part-time,Mandarin,3.92,54,False,julia.young@example.edu
T03062,Jill Bishop,Male,India,Physics,Geography,PhD,10,Lecture-based,M.Ed,Part-time,French,3.48,11,True,jill.bishop@example.edu
T03063,Mr. David Warren,Female,Canada,Geography,History,Masters,11,Flipped Classroom,TESOL,Visiting,English,4.46,30,False,mr..david.warren@example.edu
T03064,Donna Powers,Female,Canada,Mathematics,Philosophy,Masters,7,Hybrid,B.Ed,Part-time,French,4.45,54,True,donna.powers@example.edu
T03065,Connor Weber,Non-Binary,France,Mathematics,Economics,PhD,1,Lecture-based,M.Ed,Visiting,Mandarin,3.05,44,False,connor.weber@example.edu
T03066,Emily Cruz,Non-Binary,UK,Economics,English,PhD,32,Lecture-based,None,Part-time,English,2.73,12,False,emily.cruz@example.edu
T03067,Haley Flores,Male,Australia,English,Physics,PhD,13,Hybrid,Online Certifications,Visiting,Mandarin,4.49,37,True,haley.flores@example.edu
T03068,Morgan Torres,Male,Germany,Philosophy,English,Bachelors,26,Project-based,Online Certifications,Full-time,Spanish,4.02,29,False,morgan.torres@example.edu
T03069,Brandon Cook,Female,Germany,Economics,Geography,PhD,17,Flipped Classroom,TESOL,Visiting,English,3.3,99,False,brandon.cook@example.edu
T03070,Jeffrey Kerr,Non-Binary,Germany,Economics,Mathematics,Masters,15,Interactive,TESOL,Visiting,French,3.45,23,True,jeffrey.kerr@example.edu
T03071,Cynthia Bond,Female,Australia,English,Computer Science,Bachelors,25,Hybrid,Online Certifications,Visiting,English,4.99,28,True,cynthia.bond@example.edu
T03072,Julie Baxter,Female,France,Philosophy,Economics,Bachelors,8,Hybrid,None,Visiting,English,2.8,24,True,julie.baxter@example.edu
T03073,Lisa Hogan,Female,Germany,Physics,Biology,Bachelors,30,Project-based,None,Part-time,German,3.51,13,True,lisa.hogan@example.edu
T03074,Patrick Smith,Male,India,English,Computer Science,PhD,39,Project-based,None,Visiting,German,4.33,33,False,patrick.smith@example.edu
T03075,Matthew Yoder,Non-Binary,USA,Computer Science,History,Masters,11,Lecture-based,None,Full-time,French,4.56,27,False,matthew.yoder@example.edu
T03076,Kimberly Silva,Non-Binary,Germany,Computer Science,Geography,Bachelors,11,Project-based,M.Ed,Visiting,English,2.95,98,False,kimberly.silva@example.edu
T03077,Elaine Miller,Male,USA,Philosophy,Philosophy,Bachelors,22,Flipped Classroom,B.Ed,Visiting,Mandarin,4.89,66,True,elaine.miller@example.edu
T03078,Jenna Edwards,Male,Germany,Economics,Philosophy,Masters,34,Hybrid,None,Full-time,Spanish,2.69,38,False,jenna.edwards@example.edu
T03079,Devin Johnson DVM,Non-Binary,Germany,Philosophy,Philosophy,PhD,29,Project-based,Online Certifications,Full-time,French,4.41,16,False,devin.johnson.dvm@example.edu
T03080,Dennis Russell,Non-Binary,USA,Philosophy,History,Bachelors,17,Lecture-based,B.Ed,Part-time,Mandarin,2.95,15,True,dennis.russell@example.edu
T03081,Megan Williams,Male,India,Economics,Computer Science,Masters,36,Project-based,PGCE,Visiting,Mandarin,3.38,25,False,megan.williams@example.edu
T03082,Michael Miller,Female,Germany,Computer Science,Economics,PhD,26,Interactive,Online Certifications,Part-time,German,2.57,69,False,michael.miller@example.edu
T03083,Leah Warren,Non-Binary,Australia,Mathematics,Chemistry,PhD,24,Flipped Classroom,M.Ed,Full-time,English,4.12,87,True,leah.warren@example.edu
T03084,Ernest Pearson,Male,India,Computer Science,Geography,PhD,37,Project-based,B.Ed,Full-time,French,2.63,84,False,ernest.pearson@example.edu
T03085,Erika Moore,Male,Canada,English,History,PhD,2,Project-based,None,Part-time,French,4.2,20,False,erika.moore@example.edu
T03086,Sandra Green,Female,India,Geography,English,PhD,9,Project-based,M.Ed,Full-time,Spanish,3.41,36,False,sandra.green@example.edu
T03087,Dr. Kevin Hendricks,Male,France,Geography,Philosophy,Masters,19,Hybrid,PGCE,Visiting,English,2.94,77,False,dr..kevin.hendricks@example.edu
T03088,Olivia Reyes,Male,UK,Mathematics,Philosophy,Masters,14,Flipped Classroom,M.Ed,Visiting,English,4.12,15,False,olivia.reyes@example.edu
T03089,Ronald Scott,Male,Australia,English,Chemistry,Bachelors,40,Interactive,Online Certifications,Full-time,English,4.92,51,True,ronald.scott@example.edu
T03090,Katrina Russell,Female,UK,English,Chemistry,Masters,19,Lecture-based,B.Ed,Visiting,German,2.8,52,False,katrina.russell@example.edu
T03091,Katie Lawson,Non-Binary,France,Physics,Computer Science,Bachelors,39,Lecture-based,B.Ed,Part-time,Spanish,2.9,34,True,katie.lawson@example.edu
T03092,Andrew Morris,Non-Binary,Germany,Biology,Philosophy,Masters,27,Interactive,M.Ed,Part-time,Mandarin,3.22,88,False,andrew.morris@example.edu
T03093,Courtney Smith,Male,UK,History,Computer Science,Bachelors,37,Hybrid,Online Certifications,Visiting,German,3.48,81,False,courtney.smith@example.edu
T03094,Ryan Gibson,Non-Binary,UK,English,Computer Science,Bachelors,40,Lecture-based,M.Ed,Visiting,Mandarin,2.98,39,True,ryan.gibson@example.edu
T03095,Robert Simmons,Male,Germany,Geography,Chemistry,Masters,7,Hybrid,TESOL,Full-time,German,3.03,13,False,robert.simmons@example.edu
T03096,Katrina Marquez,Female,Australia,English,English,Bachelors,39,Interactive,None,Part-time,Spanish,3.19,53,False,katrina.marquez@example.edu
T03097,Jeremy Miller,Male,Canada,Computer Science,Biology,Masters,8,Flipped Classroom,PGCE,Visiting,Mandarin,4.78,97,True,jeremy.miller@example.edu
T03098,Keith Jacobs,Non-Binary,India,Chemistry,Geography,PhD,26,Lecture-based,TESOL,Full-time,English,3.99,93,True,keith.jacobs@example.edu
T03099,Michael Hunter,Male,Germany,Geography,Philosophy,Masters,17,Hybrid,TESOL,Part-time,French,3.16,54,False,michael.hunter@example.edu
T03100,Anthony Lee,Non-Binary,Germany,History,Physics,PhD,5,Project-based,TESOL,Visiting,English,3.26,69,False,anthony.lee@example.edu
T03101,Michael Morgan,Male,Germany,Philosophy,Chemistry,Bachelors,22,Hybrid,B.Ed,Full-time,French,3.09,12,True,michael.morgan@example.edu
T03102,James Oconnor,Male,UK,Physics,Mathematics,PhD,15,Interactive,B.Ed,Visiting,French,4.79,66,False,james.oconnor@example.edu
T03103,Rhonda Williams,Male,India,English,Economics,PhD,13,Interactive,None,Visiting,English,3.99,43,False,rhonda.williams@example.edu
T03104,Cindy Mathews,Non-Binary,France,Geography,English,PhD,13,Hybrid,B.Ed,Part-time,English,3.73,82,False,cindy.mathews@example.edu
T03105,Laura Stafford,Male,UK,Geography,Chemistry,Masters,36,Lecture-based,Online Certifications,Part-time,English,3.45,15,True,laura.stafford@example.edu
T03106,Tracy Bryant,Female,USA,History,Chemistry,Bachelors,30,Flipped Classroom,TESOL,Full-time,Spanish,2.88,59,True,tracy.bryant@example.edu
T03107,Mark Myers,Female,Australia,Physics,English,Bachelors,18,Hybrid,None,Full-time,French,2.61,92,False,mark.myers@example.edu
T03108,Mark Mccoy,Male,France,English,English,PhD,8,Hybrid,M.Ed,Visiting,English,2.94,11,True,mark.mccoy@example.edu
T03109,Alison Ford,Female,Canada,Biology,Physics,Bachelors,19,Interactive,Online Certifications,Part-time,French,3.45,54,False,alison.ford@example.edu
T03110,Jennifer Pierce,Male,France,Mathematics,English,PhD,5,Lecture-based,PGCE,Part-time,Mandarin,4.46,80,False,jennifer.pierce@example.edu
T03111,Craig Morton,Female,Canada,Physics,Economics,Masters,27,Lecture-based,TESOL,Full-time,English,4.07,28,True,craig.morton@example.edu
T03112,Eric Carter,Female,India,Biology,Geography,PhD,37,Lecture-based,PGCE,Part-time,German,3.27,22,False,eric.carter@example.edu
T03113,Melissa Clark,Non-Binary,Australia,Biology,Philosophy,Masters,5,Hybrid,PGCE,Full-time,English,4.86,55,True,melissa.clark@example.edu
T03114,Brandon Bowen,Female,Germany,History,Chemistry,Bachelors,32,Interactive,Online Certifications,Visiting,German,3.41,45,True,brandon.bowen@example.edu
T03115,Alicia Rose,Male,Germany,History,Mathematics,PhD,3,Interactive,PGCE,Visiting,Spanish,3.24,7,False,alicia.rose@example.edu
T03116,Courtney Foster,Female,UK,English,History,PhD,3,Flipped Classroom,Online Certifications,Part-time,Mandarin,3.82,24,False,courtney.foster@example.edu
T03117,Randall Brown,Female,Canada,History,Philosophy,Masters,1,Flipped Classroom,PGCE,Visiting,English,3.88,45,False,randall.brown@example.edu
T03118,Justin Howard,Non-Binary,Australia,Computer Science,Physics,PhD,16,Lecture-based,M.Ed,Part-time,German,2.71,50,True,justin.howard@example.edu
T03119,Carolyn Smith,Female,UK,Physics,Geography,PhD,9,Flipped Classroom,B.Ed,Full-time,German,3.74,56,True,carolyn.smith@example.edu
T03120,William Mcgrath,Female,Germany,Computer Science,Chemistry,Masters,21,Project-based,TESOL,Full-time,German,3.67,6,False,william.mcgrath@example.edu
T03121,Jason Larson,Female,India,Physics,Physics,Masters,25,Flipped Classroom,M.Ed,Visiting,English,3.64,45,True,jason.larson@example.edu
T03122,Daniel Perkins,Non-Binary,India,History,Economics,Masters,6,Flipped Classroom,None,Part-time,English,4.39,38,True,daniel.perkins@example.edu
T03123,Katie Bailey,Non-Binary,USA,English,Computer Science,Masters,39,Interactive,M.Ed,Visiting,English,2.96,56,True,katie.bailey@example.edu
T03124,Jose Cunningham,Non-Binary,France,Economics,Computer Science,PhD,15,Interactive,M.Ed,Part-time,English,2.93,19,True,jose.cunningham@example.edu
T03125,Matthew Smith,Male,USA,Geography,Philosophy,Bachelors,27,Interactive,TESOL,Part-time,English,3.86,19,True,matthew.smith@example.edu
T03126,Rachel Stone,Female,Australia,Philosophy,Chemistry,PhD,16,Flipped Classroom,None,Full-time,German,3.24,87,True,rachel.stone@example.edu
T03127,Brian Thompson,Non-Binary,Australia,Physics,Philosophy,Masters,26,Project-based,PGCE,Visiting,French,4.5,26,True,brian.thompson@example.edu
T03128,Alan Martinez,Female,Australia,English,Philosophy,Masters,35,Lecture-based,Online Certifications,Part-time,Spanish,4.41,60,False,alan.martinez@example.edu
T03129,Jessica Reynolds,Female,Canada,English,Philosophy,Masters,29,Project-based,None,Part-time,Spanish,3.78,28,True,jessica.reynolds@example.edu
T03130,William Bryant,Female,Australia,Chemistry,Mathematics,Bachelors,27,Hybrid,None,Part-time,German,3.12,42,True,william.bryant@example.edu
T03131,Charles Ross,Male,Canada,Chemistry,English,PhD,14,Hybrid,PGCE,Full-time,French,4.99,31,False,charles.ross@example.edu
